Date,Time,Account,AccountGroup,AccountType,CardLast4,SettlementDate,PaymentDueDays,AccountOrder,AccountGroupOrder,FromAccount,FromAccountGroup,FromAccountOrder,ToAccount,ToAccountGroup,ToAccountOrder,Category,Subcategory,Note,Description,INR,Amount,Currency,Income/Expense,Tags,recurring_rule_id,warranty_expiry,serial_no,receipt_image,created_at,updated_at,ID,SubAccount,FromSubAccount,ToSubAccount,InvestmentTransactionType,Brokerage,SecuritySymbol,SecurityISIN,Quantity,UnitPrice,TradeValue,CostBasis,CashImpact,PositionQuantityChange,RealizedPnl,TradeId,OrderId,Exchange,Segment,Source
17/12/2016,20:35,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Self Development,,eggs,,10,10.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:18:02.251Z,40857823-4988-4ccf-9b63-65c9a9b47ca3,,,,,,,,,,,,,,,,,,,
17/12/2016,20:35,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Transportation,CKC,sampath room > ckc cts,,44,44.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,881c8574-7d8e-410a-b5d9-4595696207e9,,,,,,,,,,,,,,,,,,,
17/12/2016,13:30,Digi,Digital Wallets,,,,,26,3,Digi,Digital Wallets,26,,,,Food,,lunch biriyani,,80,80.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,f27f1351-c911-4139-b042-d1b370f8f0a8,,,,,,,,,,,,,,,,,,,
17/12/2016,09:15,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Food,,breakfast,,20,20.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,1063734b-67ce-49bc-8cf3-5015a2f11304,,,,,,,,,,,,,,,,,,,
16/12/2016,21:00,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Transportation,CKC,sampath room > ckc cts,,37,37.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,0f6cfa53-dc73-4ce8-ac69-12dd931a4ff8,,,,,,,,,,,,,,,,,,,
16/12/2016,12:55,Digi,Digital Wallets,,,,,26,3,Digi,Digital Wallets,26,,,,Food,,lunch,,52,52.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,4a9e3dba-cc06-479b-9e5a-12d3922facaf,,,,,,,,,,,,,,,,,,,
16/12/2016,08:10,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Food,,breakfast,,20,20.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,7c9f7bac-22bc-4063-92ac-e668bd904105,,,,,,,,,,,,,,,,,,,
15/12/2016,21:00,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Beverages,,lemons,,5,5.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,726f75ce-9eac-4953-b4c2-5724ed829859,,,,,,,,,,,,,,,,,,,
15/12/2016,21:00,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Transportation,CKC,sampath room > ckc cts,,43,43.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,e70ff15e-6139-4056-aa7b-e597c984bb91,,,,,,,,,,,,,,,,,,,
15/12/2016,12:50,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Food,,lunch,,104,104.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,4d6a8248-6188-4db8-9f48-6aa26af0437d,,,,,,,,,,,,,,,,,,,
15/12/2016,08:20,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Beverages,,bananas,,10,10.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,61e159c4-73f1-48fd-860e-af624043e522,,,,,,,,,,,,,,,,,,,
15/12/2016,08:10,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Food,,breakfast,,20,20.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,724639f4-ef8f-4799-992a-0f55bab3a987,,,,,,,,,,,,,,,,,,,
14/12/2016,20:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Transportation,CKC,sampath room > ckc cts,,49,49.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,5456c089-62a2-498c-9a19-f83a53bdf1f4,,,,,,,,,,,,,,,,,,,
14/12/2016,17:25,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Beverages,,juice,,35,35.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,f21b25fc-5375-4194-bbf8-5cb963d96089,,,,,,,,,,,,,,,,,,,
14/12/2016,13:50,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Food,,lunch,,28,28.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,dd9c5de8-f5a9-4249-a74a-19b81ad602bb,,,,,,,,,,,,,,,,,,,
14/12/2016,09:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Food,,breakfast,,35,35.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,76a1511e-f726-4812-aa78-ae304eb111f1,,,,,,,,,,,,,,,,,,,
13/12/2016,20:15,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Food,,dinner,,40,40.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,74fd76c4-fa83-4dd1-9c0a-12726296621d,,,,,,,,,,,,,,,,,,,
13/12/2016,16:40,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Beverages,,tea,,8,8.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,8e22ad7b-c34d-4cc5-8fae-5c1c829fa715,,,,,,,,,,,,,,,,,,,
13/12/2016,16:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Transportation,CKC,sampath room > ckc cts,,46,46.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,f2ce6c5d-2232-4a10-87e4-ee6f1e0f9c7e,,,,,,,,,,,,,,,,,,,
13/12/2016,14:05,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Food,,lunch,,55,55.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,cbbb80f2-c889-4d7b-a139-33dda83589cd,,,,,,,,,,,,,,,,,,,
13/12/2016,11:15,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Hangout Party,,tea with friends,,30,30.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,3c0341ed-9292-4437-930c-722e47034af3,,,,,,,,,,,,,,,,,,,
13/12/2016,09:50,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Food,,breakfast,,30,30.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,1f74613c-f04d-4415-bfe2-b5a065f40a97,,,,,,,,,,,,,,,,,,,
12/12/2016,18:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Beverages,,tea with friends,,17,17.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,0660e8c0-a7f8-4084-bf64-be49a0f5d3bf,,,,,,,,,,,,,,,,,,,
12/12/2016,18:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Food,,dinner,,40,40.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,82f802fd-bed9-45fd-afd4-e3b75c29ef3d,,,,,,,,,,,,,,,,,,,
12/12/2016,10:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Food,,breakfast,,50,50.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,f02069b9-266c-4b1a-8d64-2cfd505b05a0,,,,,,,,,,,,,,,,,,,
11/12/2016,22:00,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Self Development,,eggs,,10,10.0,INR,Expense,,,,,,2026-08-02T10:07:04.120Z,2026-08-02T10:18:02.339Z,42449ff2-3efa-4f54-b346-8c1000907f37,,,,,,,,,,,,,,,,,,,
11/12/2016,21:00,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Food,,dinner,,45,45.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,25bbfdb4-c315-4cac-9cf6-e620a66a1e9f,,,,,,,,,,,,,,,,,,,
11/12/2016,16:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Beauty,,hair cut,,100,100.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,1968fad1-625f-4061-a731-bf477ae4bde7,,,,,,,,,,,,,,,,,,,
11/12/2016,09:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Self Development,,milk,,10,10.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:18:02.428Z,1e083215-e256-48e3-a145-ea13aa96ef25,,,,,,,,,,,,,,,,,,,
11/12/2016,09:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Food,,breakfast,,30,30.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,7cabfb65-8646-48b3-a6f4-b90a299b17af,,,,,,,,,,,,,,,,,,,
10/12/2016,21:00,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Food,,dinner,,30,30.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,c967cb27-3d15-4a99-9008-c848b5ab8506,,,,,,,,,,,,,,,,,,,
10/12/2016,18:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Self Development,,milk,,13,13.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:18:02.459Z,5db7288e-c89e-4b70-aeed-36b0329fca27,,,,,,,,,,,,,,,,,,,
10/12/2016,18:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Beverages,,Snacks,,20,20.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,7edd976b-6254-4389-bead-b344e4e3d32b,,,,,,,,,,,,,,,,,,,
10/12/2016,10:25,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Self Development,,milk,,10,10.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:18:02.462Z,4f7564d5-6154-4b4d-8570-32c76dc085e5,,,,,,,,,,,,,,,,,,,
10/12/2016,10:15,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Health,,tablets,,20,20.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,fbcfae4f-3ee1-4c6c-955c-dd62fae923a5,,,,,,,,,,,,,,,,,,,
10/12/2016,10:00,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Food,,breakfast,,30,30.0,INR,Expense,,,,,,2026-08-02T10:07:04.318Z,2026-08-02T10:07:04.318Z,21f8b429-98a9-4904-b0f0-a570b9d66581,,,,,,,,,,,,,,,,,,,
09/12/2016,20:15,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Transportation,CKC,sampath room > ckc cts,,38,38.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,644e7880-7ea2-4e3d-bb55-d90ba02a062e,,,,,,,,,,,,,,,,,,,
09/12/2016,12:50,Digi,Digital Wallets,,,,,26,3,Digi,Digital Wallets,26,,,,Food,,lunch biriyani,,80,80.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,d1d7cbca-e270-4450-aec8-8172e5652b97,,,,,,,,,,,,,,,,,,,
08/12/2016,21:15,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Food,,dinner,,70,70.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,383a8a51-dd08-4e73-8e93-629f02127122,,,,,,,,,,,,,,,,,,,
08/12/2016,20:50,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Health,,tablets,,30,30.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,8d80ef57-8a27-49ff-a23b-bfdcfb84d324,,,,,,,,,,,,,,,,,,,
08/12/2016,20:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Transportation,CKC,sampath room > ckc cts,,46,46.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,35ead885-7d24-41d2-89d6-1792b66cffe6,,,,,,,,,,,,,,,,,,,
08/12/2016,13:45,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Food,,lunch,,52,52.0,INR,Expense,,,,,,2026-08-02T10:07:04.120Z,2026-08-02T10:07:04.120Z,a89a1393-b6bb-430a-bb72-211ffeb2f451,,,,,,,,,,,,,,,,,,,
08/12/2016,09:59,HDFC,Bank Accounts,Savings,8281.0,,,4,1,HDFC,Bank Accounts,4,,,,Health,,skin allergy,,34,34.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,cb31d032-2627-4458-89b2-a4362999ad1d,,,,,,,,,,,,,,,,,,,
08/12/2016,08:20,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Food,,breakfast,,20,20.0,INR,Expense,,,,,,2026-08-02T10:07:04.120Z,2026-08-02T10:07:04.120Z,161e4977-4666-454e-b4fe-f440771ac7bd,,,,,,,,,,,,,,,,,,,
07/12/2016,23:30,SBI,Bank Accounts,,5659.0,,,5,1,SBI,Bank Accounts,5,,,,To Home,House Rent,house rent,,2500,2500.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,2fd9db14-0aa3-4a14-84ac-690b399d0eff,,,,,,,,,,,,,,,,,,,
07/12/2016,23:30,SBI,Bank Accounts,,5659.0,,,5,1,SBI,Bank Accounts,5,,,,To Home,Home Needs,home needs,,2600,2600.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,41e477a6-37be-45a4-b7a5-e584d2ce9086,,,,,,,,,,,,,,,,,,,
07/12/2016,23:30,SBI,Bank Accounts,,5659.0,,,5,1,SBI,Bank Accounts,5,Cash,Cash,33,Cash,,to hand,,2000,2000.0,INR,Transfer-Out,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,e79a63b3-f9cb-4959-9b9f-e858eb6456d3,,,,,,,,,,,,,,,,,,,
07/12/2016,20:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Beverages,,eggs,,10,10.0,INR,Expense,,,,,,2026-08-02T10:07:04.120Z,2026-08-02T10:07:04.120Z,c3c51157-4dd0-4bf6-ace8-336aa9295926,,,,,,,,,,,,,,,,,,,
07/12/2016,20:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Transportation,Home Trip,home to chennai,,133,133.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,4df2132b-fba9-4781-a612-7b4f328f5d58,,,,,,,,,,,,,,,,,,,
07/12/2016,14:00,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,At Home,,At Home,06 ~ 07 Dec 16,140,140.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,cf934a93-48a5-4c75-b432-19ffc7706d49,,,,,,,,,,,,,,,,,,,
07/12/2016,14:00,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Gift,Others,to rahamat,,500,500.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,ff646684-b018-4c74-8641-2dab7e07c5fb,,,,,,,,,,,,,,,,,,,
06/12/2016,04:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Transportation,Home Trip,chennai to home,chennai CM passed away,135,135.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,8c926e3b-de9a-4653-b6e3-3e16dac6115d,,,,,,,,,,,,,,,,,,,
05/12/2016,18:15,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Beverages,,tea and biscuit,,10,10.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,e35f7e43-631c-48ec-bc1f-4017af1dfd0d,,,,,,,,,,,,,,,,,,,
05/12/2016,16:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Transportation,CKC,sampath room > ckc cts,,57,57.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,d745384f-8789-481b-a1d1-94a41da7ade5,,,,,,,,,,,,,,,,,,,
05/12/2016,13:30,Digi,Digital Wallets,,,,,26,3,Digi,Digital Wallets,26,,,,Food,,lunch,,52,52.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,567360a8-45d3-426a-b55d-390c4ae3bb2a,,,,,,,,,,,,,,,,,,,
05/12/2016,08:55,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Food,,breakfast,,20,20.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,b38ca2db-7396-4783-8618-b61360dba2d6,,,,,,,,,,,,,,,,,,,
04/12/2016,18:45,Cash,Cash,,,,,33,0,Cash,Cash,33,Lend,Cash,34,Lend,,to suri,,2000,2000.0,INR,Transfer-Out,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,9593b0c0-3d17-429f-9801-c18afe0fcfa3,,,,,,,,,,,,,,,,,,,
04/12/2016,18:45,SBI,Bank Accounts,,5659.0,,,5,1,SBI,Bank Accounts,5,Cash,Cash,33,Cash,,to hand,,2000,2000.0,INR,Transfer-Out,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,985714b0-8a59-42a6-ac3f-ea5f83440b95,,,,,,,,,,,,,,,,,,,
04/12/2016,18:45,SBI,Bank Accounts,,5659.0,,,5,1,SBI,Bank Accounts,5,Lend,Cash,34,Lend,,to suri,,2000,2000.0,INR,Transfer-Out,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,eea43c80-fdc5-44f4-8280-9f4b798525c6,,,,,,,,,,,,,,,,,,,
04/12/2016,13:05,Cash,Cash,,,,,33,0,Cash,Cash,33,HDFC,Bank Accounts,4,HDFC,,for adjustment,Suri Nilayam expenses,250,250.0,INR,Transfer-Out,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,2a9484d4-82ea-4a7a-9287-31a9e76b0e77,,,,,,,,,,,,,,,,,,,
04/12/2016,13:05,HDFC,Bank Accounts,Savings,8281.0,,,4,1,HDFC,Bank Accounts,4,,,,PG Rent,Suri Room DLF,rent at sampath room,,2710,2710.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,d5bb7f30-385a-43a6-9d19-7b004764d98d,,,,,,,,,,,,,,,,,,,
04/12/2016,10:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Beverages,,tea,,6,6.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,a9d8a6b8-49c7-49a0-a60b-e1669d95e4e4,,,,,,,,,,,,,,,,,,,
03/12/2016,22:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Beverages,,juice,,27,27.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,0b6b7a5a-e5e3-4bfe-9019-a4d347e1e89a,,,,,,,,,,,,,,,,,,,
03/12/2016,18:10,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Beverages,,tea with friends,,24,24.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,df212970-7f06-47fb-a45e-776aa08ab3f4,,,,,,,,,,,,,,,,,,,
03/12/2016,10:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Food,,breakfast,,20,20.0,INR,Expense,,,,,,2026-08-02T10:07:04.120Z,2026-08-02T10:07:04.120Z,07eba9c4-1e47-48b2-8372-04ad7d96e649,,,,,,,,,,,,,,,,,,,
02/12/2016,19:56,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Transportation,CKC,sampath room > ckc cts,,27,27.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,8d8acbf4-5928-4cde-83be-72051b0e3704,,,,,,,,,,,,,,,,,,,
02/12/2016,14:10,Digi,Digital Wallets,,,,,26,3,Digi,Digital Wallets,26,,,,Food,,lunch biriyani,,80,80.0,INR,Expense,,,,,,2026-08-02T10:07:04.120Z,2026-08-02T10:07:04.120Z,e477e1cf-2394-4e41-b8ec-397ff9391808,,,,,,,,,,,,,,,,,,,
02/12/2016,14:05,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Fruits,,bananas,,10,10.0,INR,Expense,,,,,,2026-08-02T10:07:04.318Z,2026-08-02T10:07:04.318Z,64067345-da9e-4cc9-b475-8279e2250ab8,,,,,,,,,,,,,,,,,,,
02/12/2016,08:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Food,,breakfast,,20,20.0,INR,Expense,,,,,,2026-08-02T10:07:04.120Z,2026-08-02T10:07:04.120Z,66fdc4d0-1a47-4384-a2dc-311cf53a95f0,,,,,,,,,,,,,,,,,,,
01/12/2016,20:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Transportation,CKC,sampath room > ckc cts,,47,47.0,INR,Expense,,,,,,2026-08-02T10:07:04.120Z,2026-08-02T10:07:04.120Z,b4b1269d-6acb-457c-94c7-99420357495e,,,,,,,,,,,,,,,,,,,
01/12/2016,20:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Self Development,,eggs,,10,10.0,INR,Expense,,,,,,2026-08-02T10:07:04.120Z,2026-08-02T10:18:02.161Z,f17a1d2d-82d6-43c1-8d30-cb28fb52bff1,,,,,,,,,,,,,,,,,,,
01/12/2016,13:45,Digi,Digital Wallets,,,,,26,3,Digi,Digital Wallets,26,,,,Food,,lunch,,52,52.0,INR,Expense,,,,,,2026-08-02T10:07:03.934Z,2026-08-02T10:07:03.934Z,8d57f7ac-be76-4221-a48b-91d20c98a579,,,,,,,,,,,,,,,,,,,
01/12/2016,08:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Food,,breakfast,,20,20.0,INR,Expense,,,,,,2026-08-02T10:07:04.120Z,2026-08-02T10:07:04.120Z,6ba42a75-7a4b-4e95-aa1a-ef3de30ff0b7,,,,,,,,,,,,,,,,,,,
30/11/2016,23:59,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Others,,Compensational Difference,,342,342.0,INR,Expense,,,,,,2026-08-02T10:07:04.120Z,2026-08-02T10:07:04.120Z,1e589432-b08a-4b7c-bf8f-64d500e28165,,,,,,,,,,,,,,,,,,,
30/11/2016,23:59,HDFC,Bank Accounts,Savings,8281.0,,,4,1,HDFC,Bank Accounts,4,,,,Salary,,my 13th salary @Alchemy:CTS,,38866,38866.0,INR,Income,,,,,,2026-08-02T10:07:04.120Z,2026-08-02T10:07:04.120Z,21051338-1a23-4eea-815c-bdf9076cc181,,,,,,,,,,,,,,,,,,,
30/11/2016,21:00,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Transportation,CKC,sampath room > ckc cts,,53,53.0,INR,Expense,,,,,,2026-08-02T10:07:04.120Z,2026-08-02T10:07:04.120Z,47300687-06f4-43a2-b7e6-dfad643f70f7,,,,,,,,,,,,,,,,,,,
30/11/2016,21:00,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Self Development,,eggs,,10,10.0,INR,Expense,,,,,,2026-08-02T10:07:04.120Z,2026-08-02T10:18:01.869Z,7811a519-da8a-4862-a3df-71819b87a718,,,,,,,,,,,,,,,,,,,
30/11/2016,13:40,Digi,Digital Wallets,,,,,26,3,Digi,Digital Wallets,26,,,,Food,,lunch,,52,52.0,INR,Expense,,,,,,2026-08-02T10:07:04.120Z,2026-08-02T10:07:04.120Z,54295faa-aeba-40fe-8335-85c260571126,,,,,,,,,,,,,,,,,,,
30/11/2016,08:25,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Food,,breakfast,,20,20.0,INR,Expense,,,,,,2026-08-02T10:07:04.120Z,2026-08-02T10:07:04.120Z,055b9d9d-1a0f-4509-aeaf-414d41949ac2,,,,,,,,,,,,,,,,,,,
29/11/2016,20:25,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Transportation,CKC,sampath room > ckc cts,,43,43.0,INR,Expense,,,,,,2026-08-02T10:07:04.120Z,2026-08-02T10:07:04.120Z,9d8de794-7fbe-4e7f-9864-9cb527a1d0ac,,,,,,,,,,,,,,,,,,,
29/11/2016,20:25,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Self Development,,eggs,,10,10.0,INR,Expense,,,,,,2026-08-02T10:07:04.120Z,2026-08-02T10:18:01.898Z,e67a0c91-bb5f-4990-8f78-a1f07c06539c,,,,,,,,,,,,,,,,,,,
29/11/2016,13:55,Digi,Digital Wallets,,,,,26,3,Digi,Digital Wallets,26,,,,Food,,lunch,,52,52.0,INR,Expense,,,,,,2026-08-02T10:07:04.120Z,2026-08-02T10:07:04.120Z,32cfe684-3adc-4784-883b-07d165802452,,,,,,,,,,,,,,,,,,,
29/11/2016,08:15,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Food,,breakfast,,20,20.0,INR,Expense,,,,,,2026-08-02T10:07:04.120Z,2026-08-02T10:07:04.120Z,0b2daf56-06b5-4e5c-a139-5f635ae28aea,,,,,,,,,,,,,,,,,,,
28/11/2016,20:25,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Transportation,Home Trip,home to chennai,,111,111.0,INR,Expense,,,,,,2026-08-02T10:07:04.120Z,2026-08-02T10:07:04.120Z,1f6eb2bc-cf42-48d5-b628-b73149a293cd,,,,,,,,,,,,,,,,,,,
28/11/2016,14:15,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,At Home,,At Home,26 ~ 28 Nov 16,750,750.0,INR,Expense,,,,,,2026-08-02T10:07:04.120Z,2026-08-02T10:07:04.120Z,b7132c22-b746-4e8b-854c-7c0149205fbb,,,,,,,,,,,,,,,,,,,
27/11/2016,12:10,SBI,Bank Accounts,,5659.0,,,5,1,SBI,Bank Accounts,5,,,,Gift,Casual,gift to myself clothes,,3200,3200.0,INR,Expense,,,,,,2026-08-02T10:07:04.120Z,2026-08-02T10:07:04.120Z,56bc8ba8-7099-4bfc-a88a-dd0632934e14,,,,,,,,,,,,,,,,,,,
27/11/2016,12:10,Cash,Cash,,,,,33,0,Cash,Cash,33,SBI,Bank Accounts,5,SBI,,,,2000,2000.0,INR,Transfer-Out,,,,,,2026-08-02T10:07:04.120Z,2026-08-02T10:07:04.120Z,f0508008-6f2e-45c3-b586-bca9c471aa3e,,,,,,,,,,,,,,,,,,,
25/11/2016,22:40,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Transportation,Home Trip,chennai to home,,110,110.0,INR,Expense,,,,,,2026-08-02T10:07:04.120Z,2026-08-02T10:07:04.120Z,604859cc-34dd-48a0-b4fd-45337b27eb8e,,,,,,,,,,,,,,,,,,,
